id,질문,정답,top1 문서
861,국제원자력기구는 후쿠시마 제1원자력발전소의 처리수 방사성핵종 측정 능력을 어떻게 평가했나요?,국제원자력기구는 후쿠시마 제1원자력발전소 운영자인 일본 도쿄전력이 처리수에 존재하는 방사성핵종을 정확하고 정밀하게 측정할 수 있는 능력을 갖췄다고 평가했습니다.,"국제원자력기구, 일본 후쿠시마 제1원자력발전소의 처리수 분석 수행하고 있어 국제원자력기구(IAEA)는 일본이 보고한 데이터를 검증하기 위하여 후쿠시마 제1원자력발전소의 처리수 방출과 관련된 독립적인 분석을 수행하고 데이터를 확증하고 있음. 이러한 활동은 IAEA 태스크포스에서 수행하는 세 가지의 안전성 검토 중 하나임. 다른 두 가지는 공공 안전 및 보호에 대한 기술 평가와 규제 활동 및 절차검토로, 현재 진행 중이며 처리수 방출 전 2023년에 종합 보고서로 마무리될 것으로 예상됨. 현재 진행 중인 처리수 분석은 후쿠시마 제1원전의 운영사인 도쿄전력(TEPCO)에서 제공한 방사성물질의 특성을 확증하기 위한 것임. TEPCO는 물에서 62종의 방사성핵종을 제거하기 위한 처리 후 물을 주변 바다로 방출하는 것이 적합한지 결정할 책임이 있음."
862,호주 외교부는 후쿠시마 원자력 발전소의 물 방출 계획에 대한 IAEA의 보고서를 어떻게 평가했나요?,호주 외교부는 일본 후쿠시마 원자력 발전소의 물 방출 계획에 대한 국제원자력기구(IAEA)의 최종 보고서를 환영한다고 밝혔습니다.,"호주 외교부, 국제원자력기구의 후쿠시마 처리수 방류 보고서 환영 호주 외교부는 금요일(7.14) 성명을 통해 일본 후쿠시마 원자력 발전소의 물 방출 계획에 대한 국제원자력기구(IAEA)의 최종 보고서를 환영한다며, 호주 방사선방호 및 원자력안전위원회(ARPANSA)는 보고서를 검토하였으며 IAEA의 결론을 지지했다고 밝힘.  * 참고(호주 방사능 방호 및 원자력 안전기구(ARPANSA) : Planned release of treated water from Fukushima Daiichi Nuclear Power Plant)https://www.arpansa.gov.au/planned-release-treated-water-fukushima-daiichi-nuclear-power-plant"
863,일본산 식품 수입 제한에 대한 미국과 일본의 입장은 무엇인가?,"일본산 식품 수입 제한이 과학적 원리에 근거하고 과학적 증거로 입증되어야 하며, 즉시 철폐되어야 한다고 미국과 일본은 반복하여 주장하고 있다.","일본 농림수산성, 미국의 일본산식품 수입 규제 완화 공지(동일본대지진 관련) 농림수산성은 미국의 일본산식품 수입 규제 완화에 대해 12월 4일자로 공지함(동일본대지진 관련). 내용은 아래와 같음. 도쿄전력 후쿠시마제1원자력발전소 사고 발생에 따른 미국의 일본산 식품 수입규제에 대해서 미국 정부는 일본에서의 출하제한조치 해제에 따라 2018년 11월30일부로 아래 품목의 수입중지 조치를 해제하였으므로 공지함. - 미야기현산(宮城県産) 청나래고사리(クサソテツ)(일본의 출하제한 해제시기: 2018년 11월 13일) * 미국의 일본산 식품 수입 규제 완화에 대해서(동일본대지진 관련): http://www.maff.go.jp/j/export/e_shoumei/usa_shoumei.html"
864,국제원자력기구 태스크포스는 후쿠시마 제1원자력발전소 ALPS 처리수 방류 계획에 대해 어떤 결론을 내렸나요?,"태스크포스는 도쿄전력이 기본 안전원칙을 다루었는지의 여부를 결론짓기 전에, 계획된 방수에 대한 전체 안전 검토를 마무리할 필요가 있다고 했습니다.","국제원자력기구, 일본 후쿠시마 제1원전 ALPS 처리수 방류 계획대로 진행중 * 관련 기수집 정보: 일본 언론, IAEA 후쿠시마 제1원전 처리수 방출 개시 후 두번째 조사 시작(2024-04-24) 국제원자력기구(IAEA)의 태스크포스의 확인에 따르면, 일본 후쿠시마 제1원자력발전소의 다핵종처리설비(ALPS) 처리수가 방류는 일본 원자력규제청(NRA)이 승인한 이행 계획에 따라 진행되고 있음. IAEA 태스크포스는 2023년 8월 방출 개시 후 4일 간의 2차 방일 조사를 마무리하였음."
865,국제원자력기구는 후쿠시마 제1원자력 발전소의 두 번째 ALPS 처리수 배치에서 어떤 방사성 핵종을 검출했나요?,"삼중수소가 검출되었으며, 다른 방사성 핵종은 다량으로 검출되지 않았습니다.","국제원자력기구, 일본의 ALPS 처리수 두 번째 배치에 대한 샘플링 실시 결과 발표... 일본의 측정치 입증 후쿠시마 제1원자력 발전소(FDNPS)에서 방류를 위해 준비된 두 번째 배치(batch)의 ALPS 처리수(treated water)에 대한 국제원자력기구(IAEA)의 독립적인 샘플링 및 분석 결과, 일본이 보고한 삼중수소 수치가 사실로 입증되었음(*).  지난 6월 IAEA 전문가들은 방류할 두 번째 배치의 물을 보관하고 있는 FDNPS의 탱크에서 샘플을 채취하였음. 이 샘플은 오스트리아와 모나코에 있는 IAEA 실험실로 보내져, FDNPS 운영사인 도쿄전력(TEPCO)의 삼중수소 분석을 검증하기 위해 분석되었음. IAEA는 삼중수소 외에도 알파, 베타, 감마 방출 방사성 핵종에 대한 추가 예방 검사(screening)를 실시했으나, 다른 방사성 핵종은 다량으로(in significant quantities) 검출되지 않았음.  IAEA는 처리수 방류에 대한 포괄적이고 지속적인 안전성 검토의 일환으로 처리수에 대한 일본의 데이터를 검증하기 위해 광범위한 독립 샘플링, 데이터 확인 및 분석 활동을 수행함. 동 작업은 포괄적인 실험실 간 비교(ILCs)를 통해 수행되며(**), 두 번째 처리수에 대해 수행한 것과 같이 FDNPS 현장과 IAEA 실험실에서 추가 샘플링 및 분석으로 보완됨.  금주 초 IAEA와 일본은 ALPS 처리수 방류에 대한 지속적인 모니터링 및 안전성 평가에 관한 협정을 체결하여(***) 현장과 해상에서 수십 년 동안 독립적인 모니터링, 샘플링 및 분석을 수행할 수 있는 기반을 마련했음.   향후 독립적인 샘플링, 데이터 검증 및 분석 활동에 대한 모든 보고서는 IAEA 웹사이트에서 확인할 수 있음. [관련 링크] (*) https://www.iaea.org/sites/default/files/iaea_analysis_of_k4c_report_sh_pmg.pdf(**) https://www.iaea.org/sites/default/files/first_interlaboratory_comparison_on_the_determination_of_radionuclides_in_alps_treated_water.pdf(***) https://www.iaea.org/newscenter/pressreleases/iaea-and-japan-sign-agreement-on-continuous-monitoring-and-safety-assessment-of-alps-treated-water-discharge"
866,Aleph Farms는 영국 식품기준청이 신청서를 검토하는 데 얼마나 걸릴 것으로 예상하고 있나요?,Aleph Farms는 영국 식품기준청(FSA)이 신청서를 검토하는 데 최대 2년이 걸릴 것으로 추정함.,"이스라엘 Aleph Farms(사), 스위스에 이어 영국에 세포배양육 판매 규제 승인 요청 * 기수집정보: 스위스 언론, 이스라엘 스타트업 기업의 유럽 최초 배양육 판매 허가 신청서 제출 전해(수집일자: 2023-07-27) 이스라엘의 Aleph Farms(사)는 세포기반육의 판매를 승인해달라고 영국 식품 규제기관에 요청하였음. 동 업체는 지난달 스위스에 판매 신청서를 제출한 이후 영국에 신청서를 제출하였음. Aleph Farms는 두 국가에서 자사의 Aleph Cuts 제품을 판매하고자 함. Aleph Farms는 영국 식품기준청(FSA)이 신청서를 검토하는 데 최대 2년이 걸릴 것으로 추정함. FSA는 간략한 성명서를 통해 Aleph Farms의 신청서를 접수했다고 밝혔음. FSA는 신청서가 “규제 제품 신청서 등록부”에 공개될 때까지 더 이상 언급할 수 없다고 함."
867,세계보건기구는 성인들이 총 지방 섭취량을 어떻게 제한해야 한다고 권고했나요?,성인들은 총 지방 섭취량을 총 에너지 섭취량의 30% 이하로 제한해야 한다고 권고했습니다.,"뉴질랜드 연구진, 건강한 식단을 장려하기 위한 국가적 식품 전략 촉구해 월요일 WHO가 발표한 새로운 국제적 식생활 지침을 발표함에 따라, 뉴질랜드의 연구진들은 건강하고 친환경적인 식단을 촉진하기 위한 국가적 식품 전략을 발표하도록 요구함.  WHO가 권고한 바에 따르면, 성인들은 지방의 섭취를 총열량 섭취의 30%로 제한하고, 포화 지방으로부터 생성된 총열량의 양은 10% 이하로, 트랜스 지방으로부터는 1% 이하로 제한해야 함.  총지방 섭취를 제한하고자 하는 이 권고 사항들은 과도한 체중 증가를 막는 것을 돕기 위함인데, 이는 지방이 단백질이나 탄수화물에 비해 1 gram 당 2배 더 많은 열량을 제공하기 때문이라고 WHO는 설명함.  뉴질랜드의 Healthier Lives의 책임자인 짐 맨은 뉴질랜드인들이 전체 중 평균 35%를 지방으로, 15%를 포화 지방으로 섭취하며, 이는 권고량보다 더 많은 양이라고 말함.  Healthier Lives National Science Challenge의 과학자인 앤드류 레이놀즈는 고기, 유제품, 코코넛 제품의 포화 지방 섭취를 제한하는 것은 심장병의 위험을 감소시키는 데에 중요하다고 말함.  맨과 레이놀즈 모두 새로운 WHO 식생활 지침에 기여한 연구에 참여함.  뉴질랜드인들은 현재 평균적으로 일일 열량 섭취량의 0.6%를 트랜스 지방으로부터 얻음.  맨은 명확하고, 증거에 기반한 식이요법에 대한 조언의 중요함에 대해 언급했고, 이러한 권고 사항들을 모든 사람이 이용할 수 있도록 하는 노력이 필요하다고 함."
868,EFSA가 개발한 preDQ 도구는 어떤 목적으로 사용되나요?,preDQ 도구는 식품 및 식품 원료 내 셀리악병 환자에게 증상을 유발할 가능성이 있는 단백질을 선별하기 위해 사용됩니다.,"유럽식품안전청, 위해 평가단을 위한 미생물학적 위해요인 우선순위 툴박스 개발 유럽식품안전청(EFSA) 전문단은 위해 평가 담당자가 가장 중대한 미생물학적 위해요인 우선순위를 정하도록 도움이 될 툴박스를 개발했음. 이 툴박스는 생물학적 위해요소 패널의 전문가들을 위한 것이지만 그 외의 패널과 국가의 식품안전 담당기관이 사용할 수도 있음. 이 툴박스는 적시에 명료한 위해요인 순위를 매겨줄 것임. EFSA 전문단은 위해요인 순위 지정 도구의 이용 가능성에 대해 평가하고 위해요인 순위 지정 모델의 불확실성을 고려할 수 있는 방법에 대해서도 조사했음.  EFSA는 인체 건강에 대한 예측 영향력을 바탕으로 식품 및 식품 안전성과 관련된 위해요소의 순위 결정에 대한 방법을 검토한 외부 과학계 보고서도 발표했음. EFSA 전문단은 위해 관리인과 위해 평가인에게 위해요인 순위 지정 질문사항에 따른 가장 적합한 방법을 선택하도록 도울 결정 도구를 개발함.  - EFSA BIOHAZ 패널을 위한 위해요인 순위지정 툴박스의 개발에 관한 과학적 의견: http://www.efsa.europa.eu/en/efsajournal/pub/3939.htm- 인체 건강에 얘측되는 규모를 바탕으로 식품 및 사료 관련 이슈의 우선 배치에 대한 위해요인 순위 지정 방법 및 적용의 비평 검토: http://www.efsa.europa.eu/en/supporting/pub/710e.htm"
869,캐나다에서 회수된 '2023 원칩 챌린지' 제품의 회수 이유는 무엇인가요?,동 제품 소비와 관련하여 부작용 반응 보고로 회수되었습니다.,"[회수]캐나다 Amplify Snack Brands Inc., 부작용 반응 보고로 '2023 원칩 챌린지' 제품 회수 * 기수집정보1) 미국, '원칩 챌린지'로 10대 사망...Paqui(사)는 해당 제품 매장 철수하기로(수집일자: 2023-09-09)2) 미국 Paqui(사), '원칩 챌린지' 제품은 캐나다와 미국에서 철수 중(수집일자: 2023-09-09)3) 미국 Amazon(사)eBay(사), 미국 10대의 사망과 관련된 토르티야 칩 제품은 판매하지 않을 것(수집일자: 2023-09-09) -최초 발표 일자: 2023-09-09 (최신 업데이트 일자: 2023-09-09)-유통지역 : 캐나다 전역 및 온라인-제품정보 : 브랜드; 제품명; 크기; UPC; 코드1)Paqui; 2023 원칩 챌린지(One Chip Challenge); 6 g; 8 10002 65040 6; 모든 코드 -회수사 : Amplify Snack Brands Inc.-회수사유 : 동 제품 소비와 관련하여 부작용 반응 보고로 회수-제품사진 : 원문 참조"
870,세계보건기구가 적색육과 가공육의 소비에 대해 제시한 권장량은 얼마인가?,현재 건강권장사항에 따르면 적색육 소비는 일주일에 성인 기준 98g에서 500g임.,"영국 육류업계, 육류를 발암물질로 분류한 WHO 보고서에 거부 의사 나타내 영국 육류업계는 베이컨, 소시지, 햄을 암 유발 물질로 규정한 세계보건기구(WHO) 보고서에 반격을 가하고 있음. 육류업계의 재정 지원을 받는 육류자문패널 회원이자 카디프대학교 명예교수 로버트 피카드는 ""적색육과 가공육은 암을 발병시키지 않는다""라고 언급하였음.  농업계의 재정 지원을 받는 농업원예개발위원회(AHDB)는 보고서의 결과를 폄하했음. AHDB의 영양 책임자 모린 스트롱은 ""국제암연구소(IARC)는 균형잡힌 식단에서의 적색육과 가공육을 암 유발 물질로 분류한 것이 아니다. 단일 식품이 암을 발병시킬 수는 없다. 또한, 해당 육류가 흡연만큼 위험하다고 언급한 것도 아니다. 국제암연구소 자체도 가공육의 위험이 작다고 언급한 바 있다""라고 전했음.  WHO 산하 암 연구 기관 IARC는 발암물질 분류상 가공육을 1그룹에, 적색육을 2A 그룹에 분류하였음.   전국농민연합(NFU)은 과학계와 의학계가 권장량에 해당하는 적색육 섭취는 건강상 이득이 있다는 사실을 지지하고 있다고 전했음. NFU 회장 뮤릭 레이몬드는 ""NFU는 항상 적색육 살코기 섭취는 건강하고 균형잡힌 식단에서 중요한 역할을 한다고 언급해왔다. 이것은 영국의 전통적인 생활 방식의 일부이자 대다수의 국민이 향유하고 있는 식이 습관이다""라고 밝혔음."
871,호주 보건노인복지부는 트랜스 지방에 대한 의견 수렴 기간을 언제까지 연장했나요?,2023년 9월 29일까지 연장함.,"호주뉴질랜드 식품규제 사무국, 산업적으로 생산된 가공식품의 트랜스 지방에 대한 의견 수렴 기간 연장 * 관련 기수집 정보: - 뉴질랜드 일차산업부, 산업적으로 생산된 가공 식품의 트랜스 지방에 대한 의견 수렴(수집일자: 2023-08-09)- 호주뉴질랜드 식품규제 사무국, 산업적으로 생산된 가공식품의 트랜스 지방에 대한 의견 수렴(수집일자: 2023-08-21) 호주 보건노인복지부는 산업적으로 생산된 가공식품의 트랜스 지방에 대한 의견 수렴 기간을 2023년 9월 29일까지로 연장함. 이 의견 수렴은 산업적으로 생산된 트랜스 지방과 관련하여 식품 공급의 구성을 개선하기 위한 규제/비규제 정책 안 검토를 지원하기 위해 FRSC에서 준비하였음. 이 작업에서 추구하는 결과물은 트랜스 지방의 소비를 최소화하기 위해 호주와 뉴질랜드의 식품 공급에서 산업적으로 생산된 트랜스 지방을 가능한 많이 제거 또는 감축하는 것임."
